2026-01-14 10:36:14,533 INFO  Logger.cs: 70 - 
2026-01-14 10:39:19,766 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-01-14 10:39:19,767 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rjmd_0-0_sw0002-1
2026-01-14 10:39:19,767 INFO  ExportHelperExtension.cs: 1136 - Found 163 in rjmd_0-0_sw0002-1
2026-01-14 10:39:19,768 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rjmd_0-0_sw0002-1
2026-01-14 10:39:19,768 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from liangzhi.SLDASM
2026-01-14 10:39:19,768 INFO  ExportHelperExtension.cs: 1136 - Found 33 in liangzhi.SLDASM
2026-01-14 10:39:19,768 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in liangzhi.SLDASM
2026-01-14 10:39:19,768 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-01-14 10:39:19,769 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-01-14 10:39:19,769 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rjmd_0-0_sw0002-1
2026-01-14 10:39:19,769 INFO  ExportHelperExtension.cs: 1136 - Found 163 in rjmd_0-0_sw0002-1
2026-01-14 10:39:19,770 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rjmd_0-0_sw0002-1
2026-01-14 10:39:19,800 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-01-14 10:39:24,918 INFO  SwAddin.cs: 294 - Assembly export called for file liangzhi.SLDASM
2026-01-14 10:39:24,919 INFO  SwAddin.cs: 299 - Save is required
2026-01-14 10:39:24,919 INFO  SwAddin.cs: 313 - Saving assembly
2026-01-14 10:39:25,223 INFO  SwAddin.cs: 316 - Opening property manager
2026-01-14 10:39:25,224 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from liangzhi.SLDASM
2026-01-14 10:39:25,224 INFO  ExportHelperExtension.cs: 1136 - Found 33 in liangzhi.SLDASM
2026-01-14 10:39:25,224 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in liangzhi.SLDASM
2026-01-14 10:39:25,225 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-01-14 10:39:25,225 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-01-14 10:39:25,225 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rjmd_0-0_sw0002-1
2026-01-14 10:39:25,226 INFO  ExportHelperExtension.cs: 1136 - Found 163 in rjmd_0-0_sw0002-1
2026-01-14 10:39:25,226 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rjmd_0-0_sw0002-1
2026-01-14 10:39:25,226 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from liangzhi.SLDASM
2026-01-14 10:39:25,226 INFO  ExportHelperExtension.cs: 1136 - Found 33 in liangzhi.SLDASM
2026-01-14 10:39:25,227 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in liangzhi.SLDASM
2026-01-14 10:39:25,227 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-01-14 10:39:25,227 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-01-14 10:39:25,227 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rjmd_0-0_sw0002-1
2026-01-14 10:39:25,228 INFO  ExportHelperExtension.cs: 1136 - Found 163 in rjmd_0-0_sw0002-1
2026-01-14 10:39:25,228 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rjmd_0-0_sw0002-1
2026-01-14 10:39:25,249 INFO  SwAddin.cs: 339 - Loading config tree
2026-01-14 10:39:25,249 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
<Link z:Id="i1" xmlns="http://schemas.datacontract.org/2004/07/SW2URDF" xmlns:i="http://www.w3.org/2001/XMLSchema-instance" xmlns:z="http://schemas.microsoft.com/2003/10/Serialization/"><Attributes><Attribute z:Id="i2"><AttributeType>name</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema">base_link</Value></Attribute></Attributes><ChildElements><URDFElement z:Id="i3" i:type="Inertial"><Attributes/><ChildElements><URDFElement z:Id="i4" i:type="Origin"><Attributes><Attribute z:Id="i5"><AttributeType>xyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute><Attribute z:Id="i6"><AttributeType>rpy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>origin</ElementName><required>false</required><RPYAttribute z:Ref="i6"/><XYZAttribute z:Ref="i5"/><isCustomized>false</isCustomized></URDFElement><URDFElement z:Id="i7" i:type="Mass"><Attributes><Attribute z:Id="i8"><AttributeType>value</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute></Attributes><ChildElements/><ElementName>mass</ElementName><required>false</required><ValueAttribute z:Ref="i8"/></URDFElement><URDFElement z:Id="i9" i:type="Inertia"><Attributes><Attribute z:Id="i10"><AttributeType>ixx</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute><Attribute z:Id="i11"><AttributeType>ixy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute><Attribute z:Id="i12"><AttributeType>ixz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute><Attribute z:Id="i13"><AttributeType>iyy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute><Attribute z:Id="i14"><AttributeType>iyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute><Attribute z:Id="i15"><AttributeType>izz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:double" xmlns:a="http://www.w3.org/2001/XMLSchema">0</Value></Attribute></Attributes><ChildElements/><ElementName>inertia</ElementName><required>false</required><IxxAttribute z:Ref="i10"/><IxyAttribute z:Ref="i11"/><IxzAttribute z:Ref="i12"/><IyyAttribute z:Ref="i13"/><IyzAttribute z:Ref="i14"/><IzzAttribute z:Ref="i15"/></URDFElement></ChildElements><ElementName>inertial</ElementName><required>false</required><Inertia z:Ref="i9"/><Mass z:Ref="i7"/><Origin z:Ref="i4"/></URDFElement><URDFElement z:Id="i16" i:type="Visual"><Attributes/><ChildElements><URDFElement z:Id="i17" i:type="Origin"><Attributes><Attribute z:Id="i18"><AttributeType>xyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute><Attribute z:Id="i19"><AttributeType>rpy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>origin</ElementName><required>false</required><RPYAttribute z:Ref="i19"/><XYZAttribute z:Ref="i18"/><isCustomized>false</isCustomized></URDFElement><URDFElement z:Id="i20" i:type="Geometry"><Attributes/><ChildElements><URDFElement z:Id="i21" i:type="Mesh"><Attributes><Attribute z:Id="i22"><AttributeType>filename</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>mesh</ElementName><required>false</required><FilenameAttribute z:Ref="i22"/></URDFElement></ChildElements><ElementName>geometry</ElementName><required>true</required><Mesh z:Ref="i21"/></URDFElement><URDFElement z:Id="i23" i:type="Material"><Attributes><Attribute z:Id="i24"><AttributeType>name</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema"/></Attribute></Attributes><ChildElements><URDFElement z:Id="i25" i:type="Color"><Attributes><Attribute z:Id="i26"><AttributeType>rgba</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>1</a:double><a:double>1</a:double><a:double>1</a:double><a:double>1</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>color</ElementName><required>false</required><RGBAAttribute z:Ref="i26"/></URDFElement><URDFElement z:Id="i27" i:type="Texture"><Attributes><Attribute z:Id="i28"><AttributeType>filename</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>texture</ElementName><required>false</required><FilenameAttribute z:Ref="i28"/><wFilename/></URDFElement></ChildElements><ElementName>material</ElementName><required>false</required><Color z:Ref="i25"/><NameAttribute z:Ref="i24"/><Texture z:Ref="i27"/></URDFElement></ChildElements><ElementName>visual</ElementName><required>false</required><Geometry z:Ref="i20"/><Material z:Ref="i23"/><Origin z:Ref="i17"/></URDFElement><URDFElement z:Id="i29" i:type="Collision"><Attributes/><ChildElements><URDFElement z:Id="i30" i:type="Origin"><Attributes><Attribute z:Id="i31"><AttributeType>xyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute><Attribute z:Id="i32"><AttributeType>rpy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>origin</ElementName><required>false</required><RPYAttribute z:Ref="i32"/><XYZAttribute z:Ref="i31"/><isCustomized>false</isCustomized></URDFElement><URDFElement z:Id="i33" i:type="Geometry"><Attributes/><ChildElements><URDFElement z:Id="i34" i:type="Mesh"><Attributes><Attribute z:Id="i35"><AttributeType>filename</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>mesh</ElementName><required>false</required><FilenameAttribute z:Ref="i35"/></URDFElement></ChildElements><ElementName>geometry</ElementName><required>true</required><Mesh z:Ref="i34"/></URDFElement></ChildElements><ElementName>collision</ElementName><required>false</required><Geometry z:Ref="i33"/><Origin z:Ref="i30"/></URDFElement><URDFElement z:Id="i36" i:type="Joint"><Attributes><Attribute z:Id="i37"><AttributeType>name</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema"/></Attribute><Attribute z:Id="i38"><AttributeType>type</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema"/></Attribute></Attributes><ChildElements><URDFElement z:Id="i39" i:type="Origin"><Attributes><Attribute z:Id="i40"><AttributeType>xyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute><Attribute z:Id="i41"><AttributeType>rpy</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>origin</ElementName><required>false</required><RPYAttribute z:Ref="i41"/><XYZAttribute z:Ref="i40"/><isCustomized>false</isCustomized></URDFElement><URDFElement z:Id="i42" i:type="ParentLink"><Attributes><Attribute z:Id="i43"><AttributeType>link</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema"/></Attribute></Attributes><ChildElements/><ElementName>parent</ElementName><required>true</required><NameAttribute z:Ref="i43"/></URDFElement><URDFElement z:Id="i44" i:type="ChildLink"><Attributes><Attribute z:Id="i45"><AttributeType>link</AttributeType><IsRequired>true</IsRequired><Value i:type="a:string" xmlns:a="http://www.w3.org/2001/XMLSchema"/></Attribute></Attributes><ChildElements/><ElementName>child</ElementName><required>true</required><NameAttribute z:Ref="i45"/></URDFElement><URDFElement z:Id="i46" i:type="Axis"><Attributes><Attribute z:Id="i47"><AttributeType>xyz</AttributeType><IsRequired>true</IsRequired><Value i:type="a:ArrayOfdouble" xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"><a:double>0</a:double><a:double>0</a:double><a:double>0</a:double></Value></Attribute></Attributes><ChildElements/><ElementName>axis</ElementName><required>false</required><XYZAttribute z:Ref="i47"/></URDFElement><URDFElement z:Id="i48" i:type="Limit"><Attributes><Attribute z:Id="i49"><AttributeType>lower</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i50"><AttributeType>upper</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i51"><AttributeType>effort</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i52"><AttributeType>velocity</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>limit</ElementName><required>false</required><EffortAttribute z:Ref="i51"/><LowerAttribute z:Ref="i49"/><UpperAttribute z:Ref="i50"/><VelocityAttribute z:Ref="i52"/></URDFElement><URDFElement z:Id="i53" i:type="Calibration"><Attributes><Attribute z:Id="i54"><AttributeType>rising</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i55"><AttributeType>falling</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>calibration</ElementName><required>false</required><FallingAttribute z:Ref="i55"/><RisingAttribute z:Ref="i54"/></URDFElement><URDFElement z:Id="i56" i:type="Dynamics"><Attributes><Attribute z:Id="i57"><AttributeType>damping</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i58"><AttributeType>friction</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>dynamics</ElementName><required>false</required><DampingAttribute z:Ref="i57"/><FrictionAttribute z:Ref="i58"/></URDFElement><URDFElement z:Id="i59" i:type="SafetyController"><Attributes><Attribute z:Id="i60"><AttributeType>soft_upper_limit</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i61"><AttributeType>soft_lower_limit</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i62"><AttributeType>k_position</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i63"><AttributeType>k_velocity</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>safety_controller</ElementName><required>false</required><KPositionAttribute z:Ref="i62"/><KVelocityAttribute z:Ref="i63"/><SoftLowerAttribute z:Ref="i61"/><SoftUpperAttribute z:Ref="i60"/></URDFElement><URDFElement z:Id="i64" i:type="Mimic"><Attributes><Attribute z:Id="i65"><AttributeType>joint</AttributeType><IsRequired>true</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i66"><AttributeType>multiplier</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute><Attribute z:Id="i67"><AttributeType>offset</AttributeType><IsRequired>false</IsRequired><Value i:nil="true"/></Attribute></Attributes><ChildElements/><ElementName>mimic</ElementName><required>false</required><JointNameAttribute z:Ref="i65"/><MultiplierAttribute z:Ref="i66"/><OffsetAttribute z:Ref="i67"/></URDFElement></ChildElements><ElementName>joint</ElementName><required>false</required><Axis z:Ref="i46"/><AxisName/><Calibration z:Ref="i53"/><Child z:Ref="i44"/><CoordinateSystemName>?????????1</CoordinateSystemName><Dynamics z:Ref="i56"/><Limit z:Ref="i48"/><Mimic z:Ref="i64"/><NameAttribute z:Ref="i37"/><Origin z:Ref="i39"/><Parent z:Ref="i42"/><Safety z:Ref="i59"/><TypeAttribute z:Ref="i38"/></URDFElement></ChildElements><ElementName>link</ElementName><required>true</required><Children/><Collision z:Ref="i29"/><Inertial z:Ref="i3"/><Joint z:Ref="i36"/><NameAttribute z:Ref="i2"/><Parent i:nil="true"/><STLQualityFine>false</STLQualityFine><SWComponentPIDs xmlns:a="http://schemas.microsoft.com/2003/10/Serialization/Arrays"/><SWMainComponentPID i:nil="true"/><Visual z:Ref="i16"/><isFixedFrame>false</isFixedFrame><isIncomplete>false</isIncomplete></Link>
2026-01-14 10:39:25,250 INFO  LinkNode.cs: 35 - Building node base_link
2026-01-14 10:39:25,250 INFO  CommonSwOperations.cs: 221 - Loading SolidWorks components for base_link from E:\郑连驰装配\liangzhi\liangzhi.SLDASM
2026-01-14 10:39:25,250 INFO  CommonSwOperations.cs: 230 - Loaded 0 components for link base_link
2026-01-14 10:39:25,251 INFO  SwAddin.cs: 344 - Showing property manager
2026-01-14 10:39:29,452 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-01-14 10:39:29,606 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-01-14 10:39:31,528 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-01-14 10:39:32,647 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-01-14 10:39:34,292 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-01-14 10:41:09,542 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2026-01-14 10:41:09,563 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-01-14 10:42:15,454 INFO  SwAddin.cs: 294 - Assembly export called for file liangzhi.SLDASM
2026-01-14 10:42:15,454 INFO  SwAddin.cs: 299 - Save is required
2026-01-14 10:42:15,455 INFO  SwAddin.cs: 313 - Saving assembly
2026-01-14 10:42:15,799 INFO  SwAddin.cs: 316 - Opening property manager
2026-01-14 10:42:15,799 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from liangzhi.SLDASM
2026-01-14 10:42:15,799 INFO  ExportHelperExtension.cs: 1136 - Found 27 in liangzhi.SLDASM
2026-01-14 10:42:15,800 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in liangzhi.SLDASM
2026-01-14 10:42:15,800 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-01-14 10:42:15,800 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-01-14 10:42:15,800 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rjmd_0-0_sw0002-1
2026-01-14 10:42:15,801 INFO  ExportHelperExtension.cs: 1136 - Found 163 in rjmd_0-0_sw0002-1
2026-01-14 10:42:15,801 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rjmd_0-0_sw0002-1
2026-01-14 10:42:15,802 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from liangzhi.SLDASM
2026-01-14 10:42:15,802 INFO  ExportHelperExtension.cs: 1136 - Found 27 in liangzhi.SLDASM
2026-01-14 10:42:15,802 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in liangzhi.SLDASM
2026-01-14 10:42:15,802 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-01-14 10:42:15,802 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-01-14 10:42:15,803 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rjmd_0-0_sw0002-1
2026-01-14 10:42:15,803 INFO  ExportHelperExtension.cs: 1136 - Found 163 in rjmd_0-0_sw0002-1
2026-01-14 10:42:15,804 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rjmd_0-0_sw0002-1
2026-01-14 10:42:15,991 INFO  SwAddin.cs: 339 - Loading config tree
2026-01-14 10:42:15,992 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
